ID,Title,Artist,Genres,Location,Latitude,Longitude,Tempo,Year
SODBQYW12A6D4F6CFA,Call On The Father,Beres Hammond,"['classic', 'conscious', 'cover', 'dancehall', 'island music', 'jazz', 'lovers rock', 'lyrics', 'reggae', 'rock', 'rock steady', 'roots', 'roots reggae', 'ska', 'soul', 'vocal']",,,,156,2003
SOGDEPN12AB018C5C0,Harda They Come,Gyptian,"['caribbean', 'conscious', 'contemporary reggae', 'jam', 'jamaican', 'lovers rock', 'modern', 'rap', 'reggae', 'rock', 'roots', 'roots reggae', 'soul']",,,,155,0
SOIEAMX12A8C137AED,Colorblind,Hotwire,"['00s', 'alternative', 'alternative metal', 'alternative rock', 'american', 'california', 'electronic', 'hard rock', 'hardcore', 'hip hop', 'metal', 'nu metal', 'ost games', 'post-grunge', 'post-hardcore', 'rock', 'uk garage']","Newbury Park, CA",34.18806,-118.94151,125,0
SOQIMOE12A58A7A85E,Under The Bridges Of Paris,Percy Faith,"['50s', '60s', 'american', 'ballad', 'big band', 'blues', 'canada', 'christmas music', 'classic', 'classic rock', 'classical', 'composer', 'country', 'country rock', 'disco', 'downtempo', 'easy listening', 'electronic', 'folk', 'folk rock', 'funk', 'germany', 'hip hop', 'holiday', 'instrumental', 'instrumental pop', 'jazz', 'latin', 'latin jazz', 'lounge', 'male', 'oldies', 'orchestra', 'orchestral pop', 'pop', 'pop rock', 'ragtime', 'rock', 'soft rock', 'soul', 'soundtrack', 'swing', 'traditional pop', 'united states', 'vocal', 'world']","Toronto, Ontario, Canada",43.64856,-79.38533,158,0
SOLAWQF12A58A7B176,Skit #2 (Kanye West/Late Registration),Kanye West,"['alternative rap', 'beats', 'black', 'classic', 'club', 'east coast rap', 'electro', 'fresh', 'gangsta', 'hip hop', 'indie', 'jazz', 'party music', 'producer', 'rap', 'smooth', 'soul', 'united states', 'urban']","Atlanta, GA",,,60,2005
SOKFNCF12A8C13CC7B,Forever,Malefaction,"['alternative rock', 'canada', 'canadian', 'chaotic - hardcore', 'grind', 'grindcore', 'hardcore', 'hardcore punk', 'manitoba', 'metalcore', 'punk', 'rock', 'winnipeg']",,,,231,0
SOJBGIF12A58A7DA69,Amthran Na Bh Fiann (Ireland),The London Theatre Orchestra,"['dixieland', 'easy listening', 'jazz', 'orchestra', 'orchestral pop', 'ragtime', 'sci-fi', 'show tunes', 'soundtrack', 'vocal pop']",,,,98,0
SOIKTRT12A8C13999E,Estroupele-Troupele. Muiñeira,Os Gaiteiros de Soutelo,"['folk', 'gaita', 'galego', 'galiza', 'lusofonia']",,,,115,0
SOQBGKC12AB0184F05,Nunca Sabras,KALIMBA,"['alternative', 'black metal', 'brutal death metal', 'dance', 'death core', 'death metal', 'electronic', 'emo', 'female vocalist', 'funk', 'grindcore', 'hardcore', 'hardstyle', 'house', 'italian dance', 'italy', 'kalimba', 'latin', 'latin pop', 'latino', 'madonna', 'mexican', 'mexico', 'mexico city', 'pop', 'pop en espanol', 'pop latino', 'r&b', 'spanish', 'trance', 'world pop']","Mexico City, Mexico",19.4319,-99.13285,78,2007
SOXDXMS12A8AE454DD,Lightning Breaks,Plasmatics,"['80s', 'abstract', 'alternative', 'ambient', 'american', 'breakbeat', 'crossover', 'deep house', 'downtempo', 'drum and bass', 'electronic', 'experimental', 'female vocalist', 'gabba', 'germany', 'hard house', 'hard rock', 'hard trance', 'hardcore', 'hardcore punk', 'heavy metal', 'house', 'indie', 'intelligent dance music', 'italy', 'metal', 'new wave', 'new york', 'progressive house', 'progressive trance', 'punk', 'riot grrrl', 'rock', ""rock 'n roll"", 'rockabilly', 'shock rock', 'street punk', 'tech house', 'techno', 'trance', 'trip hop', 'united states']","New York, NY",40.71455,-74.00712,134,1996
SOFELMB12A8AE48525,A Boy Named Sue,Johnny Cash,"['60s', 'acoustic', 'classic', 'country', 'emotional', 'folk', 'gospel', 'guitar', 'honky tonk', 'influential', 'pop', 'powerful', 'rock', 'rockabilly', 'song writer', 'soul', 'traditional', 'traditional country']","Kingsland, AR",,,116,1969
SODPCGN12A8C13A4AF,Domingo Valdovinos,Los Originales De San Juan,"['classical', 'corridos', 'folk', 'karaoke', 'latin', 'mariachi', 'mexican', 'mexico', 'moderatto', 'regional mexican', 'rock argentina', 'rock en tu idioma', 'spain', 'thrash metal', 'tijuana']",,,,112,0
SOWKBEA12AB0180A0A,Amor De Juventud,Pedro Aznar,"['alternative', 'argentina', 'argentinian', 'argentinos', 'bass', 'bass virtuoso', 'bassist', 'buenos aires', 'chanson', 'contemporary jazz', 'cover', 'crossover jazz', 'folk', 'folk rock', 'folklore argentino', 'fretless bass', 'fusion', 'instrumental', 'jazz', 'jazz fusion', 'jazz pop', 'jazz rock', 'latin music', 'male', 'pop', 'progressive folk rock', 'progressive rock', 'rio de la plata', 'rock', 'rock argentina', 'rock en espanol', 'rock latin', 'rock nacional', 'singer', 'soundtrack', 'spanish', 'spanish rock', 'trova', 'vocal', 'voice', 'world']","Buenos Aires, Argentina",-34.60852,-58.37354,127,1995
SOIFDWL12A6D4F8A98,We Have All The Time In The World,Fun Lovin' Criminals,"['80s', '90s', 'alternative', 'alternative pop rock', 'alternative rap', 'alternative rock', 'ambient', 'american', 'blues', 'blues-rock', 'british pop', 'chill-out', 'classic rock', 'dance', 'deep house', 'disco', 'downtempo', 'electronic', 'electronica', 'emo', 'funk', 'funk rock', 'future jazz', 'grunge', 'hard rock', 'heavy metal', 'hip hop', 'indie', 'indie pop', 'indie rock', 'jazz', 'lounge', 'male vocalist', 'metal', 'pop', 'pop rap', 'pop rock', 'progressive house', 'progressive trance', 'punk', 'rap', 'reggae', 'rock', 'ska', 'soft rock', 'soul', 'trance', 'trip hop']",,,,92,1996
SOWXUHS12AB01888EE,Bambenella d' 'o mercato,Gloriana,"['00s', 'acoustic', 'american', 'contemporary country', 'country', 'country music', 'country pop', 'country rock', 'female vocalist', 'group', 'male country', 'male vocalist', 'modern country', 'nashville', 'new country', 'pop', 'pop country', 'teen pop', 'tennessee', 'texas']","Nashville, TN.",36.16778,-86.77836,113,0
SOLICRS12AB0186198,Absolute,The Fray,"['adult alternative', 'alternative rock', 'american trad rock', 'classic rock', 'guitar', 'indie rock', 'modern rock', 'piano', 'piano rock', 'pop', 'rock', 'uplifting']","Denver, CO",39.74001,-104.99226,141,2009
SOSACTG12A8C144B2B,The Anniversary Waltz,The Fureys,"['ballad', 'celtic', 'chanson', 'chill-out', 'contemporary folk', 'country rock', 'electronic', 'folk', 'funk', 'funk soul', 'irish', 'irish folk', 'jazz', 'male vocalist', 'pop', 'rock', 'soft rock', 'swing', 'synthpop', 'traditional', 'traditional irish folk', 'world']",,,,89,0
SORTCHS12AB017E07C,Mood Ring,Paul Thorn,"['acoustic', 'alternative country', 'alternative pop rock', 'alternative rock', 'americana', 'blue-eyed soul', 'blues-rock', 'comedy', 'country rock', 'r&b', 'rock', 'roots rock', 'singer-songwriter', 'southern soul', 'sxsw 2008']",,,,160,2006
SOMYIML12A8C140E3F,It Won't Rain Always,Janet Paschal/Charlotte Ritchie/David Phelps,"['ccm', 'cdbaby', 'christian', 'christian woman', 'contemporary christian', 'female vocalist', 'gospel', 'hymns', 'inspirational', 'north carolina', 'praise & worship', 'r&b', 'soul', 'southern gospel', 'spiritual', 'united states']",North Carolina,35.21962,-80.01955,103,2003
SOBWJDG12AB0182BA7,Winding Down Again,The Cannanes,"['alternative rock', 'art rock', 'downtempo', 'electronic', 'experimental', 'garage rock', 'germany', 'indie', 'indie pop', 'indie rock', 'intelligent dance music', 'lo-fi', 'pop', 'pop rock', 'punk', 'rock', 'shoegaze', 'surf music', 'synthpop', 'twee', 'twee pop', 'united states']",Australia,-24.9162,133.39311,161,0
SOAPICM12A81C228EB,Take Me Down To LA,Lynette Schultz,"['american', 'requiem', 'world']",,,,155,0
SOTMILP12A8C13D2CC,Aceite,Pantanito,"['balkan', 'barcelona', 'beat', 'flamenco', 'los angeles', 'new flamenco', 'remix', 'rumba']",Barcelona ,41.38572,2.17005,113,0
SOVCJCE12A8A9D59F4,Florida By the Sea - The Cocoanuts,The Marx Brothers,"['americana', 'anarchy', 'avant-garde', 'comedian', 'comedy', 'dada', 'entartete musik', 'funny', 'humorous', 'new york', 'new york city', 'ost', 'show tunes', 'spoken word', 'stand-up comedy', 'surrealism', 'vaudeville']","New York City, New York",40.71455,-74.00712,92,0
SOUYCQF12A58A7DCD4,Smpty spaces missing units,Pitch Black,"['alternative', 'ambient', 'ambient dub', 'brooklyn', 'california', 'chill-out', 'downbeat', 'downtempo', 'drum and bass', 'dub', 'dubstep', 'east coast rap', 'electro dub', 'electronic', 'electronica', 'groovy', 'hardcore', 'hardcore rap', 'hip hop', 'intelligent dance music', 'lounge', 'melodic death metal', 'metal', 'new york', 'new zealand', 'new zealand music', 'portugal', 'psychedelic', 'psychedelic ambient', 'psychedelic chill', 'psychedelic trance', 'punk', 'rap', 'reggae', 'rock', 'techno', 'thrash metal', 'underground', 'underground hip hop', 'underground rap']","Oakland, CA",,,107,0
SOZPIND12A8C1364ED,When I Fall In Love,T.G.Sheppard,"['alternative rock', 'blues', 'country', 'country pop', 'country rock', 'folk', 'indie rock', 'male vocalist', 'pop', 'rock', 'tennessee', 'united states', 'world']","Humboldt, TN",35.82213,-88.91599,81,0
SODQFWL12A8C140F11,Yellow Moon,Recluse,"['alternative', 'ambient', 'ambient trance', 'black metal', 'breakcore', 'broken beat', 'classical', 'club', 'dance', 'depressive black metal', 'downtempo', 'drum and bass', 'dub', 'electronic', 'euro-trance', 'experimental', 'glitch', 'goa', 'house', 'industrial', 'instrumental', 'intelligent dance music', 'jungle music', 'minimal', 'movie', 'noise', 'ost', 'pop', 'progressive house', 'progressive trance', 'r&b', 'rock', 'soundtrack', 'sympho black metal', 'techno', 'trance', 'tribal house']",NY - New York City,40.71455,-74.00712,135,0
SORCKNW12A8C142B3F,Right To Work,Chelsea,"['70s', 'british', 'british punk rock', 'classic rock', 'country', 'delicate', 'electronic', 'england', 'english', 'folk', 'french', 'funny', 'hip hop', 'house', 'indie pop', 'indie rock', 'japan', 'japanese', 'jazz', 'jrock', 'london', 'lyrical', 'metal', 'new wave', 'oi', 'old school', 'poland', 'political', 'pop', 'pop rock', 'punk', 'reggae', 'rock', ""rock 'n roll"", 'rock against communism', 'ska punk', 'soundtrack', 'street punk', 'techno', 'trip hop', 'urban', 'visual kei', 'world']",England,,,168,1977
SOMFKGH12AB018A4CF,Demain au menu,Pascal Lejeune,['french pop'],,,,114,0
SOIBXGH12A8C143C8B,Declaration (This Is It!),Kirk Franklin,"['black gospel', 'christian', 'contemporary gospel', 'gospel', 'hip hop', 'jam', 'piano', 'religious music', 'rock', 'soul', 'soundtrack', 'spiritual', 'urban']","CATHEDRAL CITY, California",,,104,2007
SOZFGBU12A8C138C3F,Amor A Mi,Ray Vega,"['club', 'conga', 'country', 'funk', 'hard bop', 'jazz', 'jazzclub eisenach', 'latin', 'latin jazz', 'male country', 'mambo', 'modern country', 'salsa', 'trumpet', 'trumpet jazz', 'vibes', 'vibraphone', 'world fusion']",,,,96,0
SOANBYB12A58A7F0C5,Arrete! Arrete! Elle me tue,Francis Dhomont,"['abstract', 'acousmatic', 'ambient', 'avant-garde', 'canada', 'contemporary', 'contemporary classical music', 'creepy rock', 'downtempo', 'electro', 'electro-acoustic', 'electronic', 'electronica', 'experimental', 'french', 'illbient', 'industrial', 'intelligent dance music', 'mixt', 'modern classical', 'musique concrete', 'nederland', 'noise core', 'sound art', 'tape music', 'united states', 'western classical', 'world reggae']",,,,88,0
SOEYNCP12AB01877BD,Jesus,Gran Coquivacoa,"['gaita', 'group', 'latin', 'los angeles', 'singer', 'venezuela']",,,,144,0
SOGKAHR12A6701F979,Doubt,The Cure,"['80s', 'alternative', 'alternative rock', 'british', 'college rock', 'england', 'gothic', 'gothic rock', 'indie', 'new wave', 'rock']","Crawley, England",51.11655,-0.18703,89,1981
SOOFUMT12A8C133296,We March To The Beat Of Indifferent Drum,NOFX,"['acoustic', 'alternative punk rock', 'cover', 'experimental', 'funny', 'hardcore punk', 'melodic', 'metal', 'party music', 'political', 'pop', 'punk', 'punk pop', 'punk revival', 'reggae', 'rock', 'ska', 'skate punk', 'soundtrack']","Berkeley, CA",,,95,2006
SOEYKSX12A8AE473AF,Kill Me With Your Heart,Fastway,"['80s', '80s metal', 'alternative', 'anime', 'aor', 'blues', 'british', 'classic', 'classic rock', 'electronic', 'english', 'eurobeat', 'fast', 'glam metal', 'guitar', 'hair metal', 'hard n heavy', 'hard rock', 'heavy', 'heavy metal', 'japan', 'melodic rock', 'metal', 'nwobhm', 'pop metal', 'power metal', 'rock', 'sleaze', 'soundtrack', 'super eurobeat']",,,,133,1986
SOOXGGZ12AF72A0E9B,Da Shit,The Game,"['black', 'classic', 'classic rock', 'electronic', 'emo', 'funny', 'gangsta', 'gangster rap', 'hard rock', 'hardcore rap', 'hip hop', 'indie pop', 'indie rock', 'instrumental', 'jazz', 'new wave', 'rap', 'reggae', 'ska', 'techno', 'video game music', 'west coast rap']",,,,172,0
SOVMWGE12AB0181459,I Cant Fight This,Marco Demark feat. Peter Millwood,"['club', 'clubbing', 'dance', 'deep house', 'disco house', 'electro', 'electronic', 'euro-house', 'fresh', 'germany', 'hard house', 'hard trance', 'hardstyle', 'house', 'italy', 'jumpstyle', 'minimal', 'nederland', 'progressive house', 'progressive trance', 'tech house', 'techno', 'trance', 'uk garage']",,,,128,0
SODRPTE12A58A7BE10,I Like The Way,Tommy James And The Shondells,"['60s', '70s', 'american', 'ballad', 'blues', 'blues-rock', 'brill building pop', 'british invasion', 'bubblegum', 'chanson', 'classic rock', 'close harmony', 'country', 'country rock', 'disco', 'doo-wop', 'easy listening', 'electronic', 'europop', 'folk', 'folk rock', 'funk', 'garage rock', 'german pop', 'germany', 'hard rock', 'hip hop', 'instrumental', 'jazz', 'new wave', 'oldies', 'piano blues', 'pop', 'pop rap', 'pop rock', 'power pop', 'psychedelic', 'psychedelic rock', 'psychobilly', 'reggae', 'rock', ""rock 'n roll"", 'rockabilly', 'soft rock', 'soul', 'soundtrack', 'united states', 'vocal', 'world']","Dayton, OH",39.75911,-84.19444,100,1967
SOYMUVZ12AB018044B,What You Made Me (Ugli),Ghost Machine,"['alternative', 'alternative metal', 'alternative rock', 'american', 'electronic', 'experimental', 'experimental rock', 'industrial', 'industrial metal', 'industrial rock', 'metal', 'neo-progressive', 'nu metal', 'progressive alternative metal', 'progressive metal', 'progressive metalcore', 'progressive rock', 'rock', 'tribal']",,,,160,2005
SOTPLEJ12A8C13BE58,Wameru  (LP Version),Shelly Manne,"['alternative', 'bebop', 'breakbeat', 'classic', 'classic jazz', 'cool jazz', 'country', 'disco', 'downtempo', 'drums', 'electronic', 'experimental', 'flute', 'folk', 'free improvisation', 'funk soul', 'germany', 'hard bop', 'instrumental', 'jazz', 'jazz drummer', 'latin', 'mainstream jazz', 'marimba', 'modern jazz', 'new york', 'pop', 'post-bop', 'rock', 'show tunes', 'soul jazz', 'soundtrack', 'standard', 'swing', 'trumpet', 'united states', 'west coast', 'west coast jazz', 'world', 'world music']","New York, NY",40.71455,-74.00712,142,2002
SOKJVBZ12A8C13C27E,That's The Way It Is,Sun Yan-Zi,"['china', 'chinese', 'chinese music', 'chinese pop', 'classic rock', 'cpop', 'dance', 'female', 'female vocalist', 'female vocals', 'feminist', 'french pop', 'fusion', 'golden melody award', 'j pop', 'japanese', 'mandarin', 'piano', 'pop', 'progressive metal', 'progressive rock', 'singapore', 'singaporean', 'taiwan', 'taiwanese']",,,,86,2002
SORHVYD12A8C138C56,Suar Agung,Megadrums,"['drums', 'ethnic', 'ethnic fusion', 'fusion', 'percussion', 'polyrhythm', 'rhythm', 'saxophone', 'world', 'world beat', 'world fusion', 'world music', 'world reggae']",,,,105,0
SOTNZAE12A8C1331F1,Te Ando Buscando,Los Muñequitos De Matanzas,"['african', 'afro-cuban', 'columbia', 'conga', 'cuba', 'cuban', 'folkish', 'latin', 'liturgical', 'mambo', 'new york', 'percussion', 'rhumba', 'roots', 'rumba', 'rumba cubana', 'sacred', 'salsa', 'songs', 'tropical', 'virtuoso']",New York,40.71455,-74.00712,92,2007
SOEOVBX12AB0189E1C,La Montanara,Maria & Margot Hellwig/Thomas Lehrberger,"['80s', 'alternative rock', 'anime', 'arabic', 'blues', 'brazilian', 'california', 'country', 'dance', 'dancehall', 'dark', 'doom metal', 'electronic', 'female', 'female vocalist', 'finish', 'folk', 'funk', 'germany', 'gothic', 'gothic metal', 'hip hop', 'indie rock', 'j pop', 'japan', 'japanese', 'jazz', 'jrock', 'lo-fi', 'mellow', 'neo soul', 'norwegian', 'oldies', 'pop', 'pop rock', 'progressive rock', 'psychedelic', 'r&b', 'rap', 'reggae', 'rock', ""rock 'n roll"", 'singer-songwriter', 'soul', 'soundtrack']",NY - New York City,,,84,0
SOUGAWG12A8C13616B,Wind And Water,Michael Gettel,"['acid jazz', 'adult alternative', 'ambient', 'american', 'beautiful', 'blues', 'buddamat', 'chamber jazz', 'chill-out', 'classic', 'classical', 'connecticut', 'ctt', 'downtempo', 'dreamy', 'easy listening', 'electronic', 'folk rock', 'fusion', 'instrumental', 'jazz', 'latin', 'modern classical', 'new age', 'piano', 'pop', 'relax', 'rock', 'sexy', 'smooth jazz', 'trip hop', 'world', 'world reggae']",,,,153,1996
SOOMZXC12A6D4FA2AD,Smoke! Smoke! Smoke! (That Cigarette),Tex Williams,"['40s', 'american', 'blues', 'blues-rock', 'country', 'cowboy', 'folk', 'funk soul', 'gospel', 'jazz', 'rock', 'soundtrack', 'traditional country', 'united states', 'western swing', 'world']","Ramsey, Fayette County, IL",39.14465,-89.10827,85,1947
SONSHOY12A8C13E81D,Round and Round ( LP Version ),Prince & Tevin Campbell,"['80s', 'blues', 'classic', 'dance rock', 'female', 'funk', 'groove', 'guitar', 'hip hop', 'instrumental', 'jazz', 'pop', 'pop rock', 'rap', 'rock', 'sexy', 'soul', 'soundtrack', 'techno', 'urban']","Minneapolis, MN",,,107,0
SOGHJQO12AB0185566,A una mamita,Carlos Embales - Cutumba,"['bolero', 'cuba', 'cuban', 'mambo', 'rumba', 'rumba cubana', 'son cubano']",,,,98,0
SONFFRT12AB0188599,The Universe is in the Oven,Cobra Killer,"['abstract', 'all-female', 'alternative', 'alternative rock', 'big beat', 'blues', 'breakcore', 'dance', 'dance-punk', 'digital hardcore', 'disco', 'downtempo', 'electro', 'electroclash', 'electronic', 'electronica', 'electropop', 'experimental', 'female vocalist', 'folk rock', 'free jazz', 'gabba', 'germany', 'glam', 'glitch', 'hardcore', 'hardcore techno', 'hip hop', 'indie', 'indie rock', 'industrial', 'jazz', 'math rock', 'new wave', 'noise', 'noise rock', 'oldies', 'pop', 'post rock', 'punk', 'rap', 'rhythm noise', 'rock', 'soft rock', 'speedcore', 'synth punk', 'tech house', 'techno', 'trip hop', 'uk garage']",,,,97,0
SOBCQXN12AB01889DB,Barsanova Brown (Album Version),Eddie Cano,"['50s', 'art rock', 'blues', 'blues-rock', 'boogaloo', 'brazilian pop music', 'calypso', 'chanson', 'country', 'country rock', 'disco', 'doo-wop', 'dub', 'easy listening', 'folk', 'folk rock', 'free jazz', 'funk', 'fusion', 'garage rock', 'hard bop', 'hard rock', 'instrumental', 'jazz', 'jazz funk', 'klezmer', 'latin', 'latin jazz', 'lounge', 'mambo', 'mento', 'new wave', 'pop', 'pop rock', 'psychedelic rock', 'punk', 'reggae', 'rock', 'rock steady', 'roots reggae', 'salsa', 'samba', 'ska', 'smooth jazz', 'soul', 'swing', 'tango', 'world']",,,,125,0
SOTGKCI12AC468AD32,Tokyo Freeze,iTAL tEK,"['bass', 'dark', 'deep', 'dubstep', 'electronic', 'electronica', 'experimental', 'heavy', 'industrial', 'producer', 'techno']",,,,102,2007
SOIHBHO12AAF3B3EA2,Solemn,Scott Glasgow,"['california', 'cartoon music', 'composer', 'contemporary classical music', 'film music', 'glasgow', 'master', 'original', 'original score', 'san francisco', 'soundtrack']",,,,42,2009
SOVGYIG12AB0181967,I Like,Scheich,"['electronic', 'experimental', 'swiss', 'switzerland', 'trip hop']",,,,90,0
SOKNFJO12A8C1427DE,Freak Break,Lady Saw,"['africosmic', 'bashment', 'bass music', 'bounce', 'caribbean', 'dancehall', 'dancehall jamaica', 'dancehall reggae', 'dour festival 2008', 'downtempo', 'drum and bass', 'dub', 'electronic', 'female', 'female vocalist', 'feminist', 'funk soul', 'gangsta', 'garage house', 'hip hop', 'jamaica', 'jamaican', 'jungle music', 'lovers rock', 'pop', 'pop rap', 'r&b', 'raga', 'raw', 'reggae', 'reggae pop', 'roots reggae', 'roots rock reggae', 'roskilde 08', 'sexy', 'soul', 'soundtrack', 'uk garage', 'united states']","St. Mary's, Jamaica",,,90,2000
SOHOIUZ12AC4687424,Praises,Andrae Crouch,"['black gospel', 'california', 'ccm', 'christian', 'funk soul', 'gospel', 'innovative', 'jazz', 'praise & worship', 'r&b', 'song writer', 'soul', 'soul jazz', 'united states', 'worship music']","Pacoima, CA",34.26624,-118.4164,128,0
SOLCQTH12AC468C57C,Banjoreno,Dixieland Jug Blowers,"['american', 'bluegrass', 'blues', 'dixieland', 'folk', 'instrumental', 'jazz', 'jug band', 'old', 'old timey']",,,,127,0
SOKQNQT12A8C134DFC,Alexander's Ragtime Band,Ray Conniff;Billy Butterfield,"['50s', '60s', 'american', 'british', 'choir', 'christmas music', 'classical', 'close harmony', 'easy listening', 'exotica', 'film music', 'folk', 'golden oldies', 'instrumental', 'instrumental pop', 'jazz', 'karaoke', 'latin', 'lounge', 'male', 'mariachi', 'modern classical', 'musical theater', 'oldies', 'orchestra', 'orchestral pop', 'pop', 'retro', 'romantic', 'sentimental', 'smooth jazz', 'soundtrack', 'spain', 'thrash metal', 'traditional pop', 'trumpet', 'united states', 'vocal', 'vocal jazz', 'vocal pop']","Attleboro, MA",41.94508,-71.28109,89,0
SOBDGFQ12A81C23884,the Cool Down,Soul Ballet,"['00s', 'acid jazz', 'alternative', 'ambient', 'american', 'beat', 'blues', 'chill-out', 'classic', 'classical', 'contemporary jazz', 'downtempo', 'easy listening', 'electronic', 'electronica', 'fusion', 'guitar', 'hip hop', 'instrumental', 'jazz', 'jazz fusion', 'lounge', 'new age', 'nu jazz', 'piano', 'pop', 'relax', 'rock', 'romantic', 'sad', 'saxophone', 'smooth', 'smooth jazz', 'soul']",,,,108,2007
SOQCTJN12A8151DD96,Time Is/Time Was,Brian Keane,"['acoustic', 'alternative country', 'ambient', 'american', 'americana', 'arab', 'classical', 'contemporary', 'contemporary instrumental', 'country', 'downtempo', 'eclectic', 'electro-acoustic', 'electronic', 'electronica', 'ethnic fusion', 'fast', 'folk', 'fusion', 'guitar', 'indie', 'instrumental', 'jazz', 'meditation', 'mediterran', 'modern classical', 'modern country', 'new age', 'orient', 'original score', 'percussive', 'progressive electronic', 'rock', 'smooth jazz', 'sufi', 'texas', 'traditional', 'trance', 'tribal', 'turkish', 'united states', 'world', 'world beat', 'world fusion', 'world music']",Texas,31.1689,-100.07715,124,0
SOIUELB12A8C13C831,Timeless Spirals,Daniel Kobialka,"['ambient', 'beautiful', 'celtic', 'classical', 'composer', 'contemporary instrumental', 'country', 'dreamy', 'easy listening', 'fantasy', 'healing', 'inspirational', 'instrumental', 'meditation', 'minimal', 'new age', 'new age classical', 'piano', 'relax', 'relaxation', 'spiritual', 'united states', 'violin']",United States,37.16793,-95.84502,108,0
SOAKAIG12A8AE46D63,Studio Gangster,5th Ward Boyz,"['dirty south rap', 'g funk', 'gangsta', 'gangster rap', 'hardcore rap', 'hip hop', 'houston rap', 'political rap', 'rap', 'southern rap', 'texas', 'underground hip hop', 'united states', 'west side']",,,,166,1993
SOCNERX12A8C13B845,Oh! Doctor,Luis Alberto Spinetta,"['70s', '80s', 'alternative rock', 'argentina', 'argentinian rock', 'argentinos', 'art rock', 'beautiful', 'buenos aires', 'classic rock', 'cover', 'electronic', 'experimental', 'funk rock', 'fusion', 'guitar', 'guitar virtuoso', 'hard rock', 'instrumental', 'jazz', 'jazz rock', 'latin', 'latin rock', 'male vocalist', 'nacional', 'poet', 'poetry', 'progressive', 'progressive rock', 'psychedelic', 'psychedelic rock', 'rock', ""rock 'n roll"", 'rock argentina', 'rock en espanol', 'rock nacional', 'singer', 'singer-songwriter', 'spanish', 'spanish rock']","Buenos Aires, Argentina",-34.60852,-58.37354,172,1994
SOZOSQN12AB01872A1,Kui rebeneb taevas,Metsatöll,"['00s', 'alternative', 'alternative folk', 'bagpipes', 'baltic metal', 'black metal', 'classical', 'contemporary', 'country', 'eastern europe rock', 'eesti', 'electronic', 'epic metal', 'estonia', 'estonian metal', 'european', 'feel good', 'fir', 'flute', 'folk', 'folk metal', 'folk rock', 'grunge', 'heavy metal', 'metal', 'metal punk', 'pagan', 'pagan metal', 'power metal', 'progressive metal', 'punk', 'rock', 'scandinavian metal', 'stoner rock', 'true metal', 'viking', 'viking metal', 'world']",Estonia,58.59232,25.80695,135,2010
SOCIEFE12AB0183821,Since You're In Love,Jesse Malin,"['80s', 'acoustic', 'adult alternative', 'alternative', 'alternative country', 'alternative pop', 'alternative pop rock', 'alternative rock', 'american', 'americana', 'blues', 'chill-out', 'classic rock', 'country', 'country rock', 'folk', 'folk rock', 'girl rock', 'hard rock', 'indie', 'indie folk', 'indie pop', 'indie rock', 'japanese', 'jazz', 'lo-fi', 'mellow', 'metal', 'moody', 'new weird america', 'new york', 'pop', 'power pop', 'punk', 'rap', 'rock', 'rockabilly', 'singer-songwriter', 'space rock', 'swing', 'uk', 'urban folk']","Whitestone, Queens, NY",40.79263,-73.80817,121,2004
SOHGOFL12AB017C569,Variations On a Theme of Haendel_ Op.24: 17,Laura Mikkola,"['20th century', '60s', 'american', 'angry', 'avant-garde', 'beats', 'beautiful', 'brass', 'choral music', 'classical', 'composer', 'concerto', 'contemporary', 'dance', 'death metal', 'discover', 'dramatic', 'energetic', 'ethereal', 'fast', 'finish', 'flute', 'german', 'harmonies', 'lyrical', 'master', 'melodic', 'modern', 'nederland', 'noise', 'opera', 'orchestra', 'parody', 'percussion', 'pianist', 'piano', 'pop', 'quiet', 'reflective', 'romantic', 'romantic music', 'scottish', 'sensual', 'serialism', 'slow', 'solo', 'sonata', 'soul', 'strings', 'symphonic', 'symphony', 'trumpet', 'violin', 'world']",,,,140,0
SORTLYF12A8C1461FC,Michaelangelo,23rd Turnoff,"['60s', '60s garage', 'fading yellow', 'freakbeat', 'mod', 'psychedelic', 'psychedelic pop']",,,,91,2001
SOZRLED12AC9070F7D,All The Fools It Sees,Mitch Ryder & Engerling,"['60s', '70s', 'album rock', 'alternative rock', 'american', 'aor', 'blue-eyed soul', 'blues', 'blues-rock', 'classic rock', 'detroit', 'detroit rock', 'disco', 'doo-wop', 'electronic', 'emo rock', 'frat rock', 'french', 'funk soul', 'germany', 'guitar', 'guitar virtuoso', 'hard rock', 'heartland rock', 'michigan', 'northern soul', 'piano blues', 'political', 'pop', 'pop rock', 'psychedelic rock', 'rock', ""rock 'n roll"", 'soft rock', 'soul', 'united states', 'vocal']","Hamtramck, MI",,,85,0
